Dataset,Model,Metric,Threshold,Proportion,Value
2,tvae,precision,0.4,0.9,1.0
2,tvae,precision,0.4,1.0,1.0
2,tvae,accuracy,0.1,0.2,0.0
2,tvae,accuracy,0.1,0.3,0.0
2,tvae,accuracy,0.1,0.4,0.0
2,tvae,accuracy,0.1,0.5,0.0
2,tvae,accuracy,0.1,0.6,0.0
2,tvae,accuracy,0.1,0.7,0.0
2,tvae,accuracy,0.1,0.8,0.0
2,tvae,accuracy,0.1,0.9,0.0
2,tvae,accuracy,0.1,1.0,0.0
2,tvae,accuracy,0.2,0.2,0.0
2,tvae,accuracy,0.2,0.3,0.0
2,tvae,accuracy,0.2,0.4,0.0
2,tvae,accuracy,0.2,0.5,0.01
2,tvae,accuracy,0.2,0.6,0.0
2,tvae,accuracy,0.2,0.7,0.0
2,tvae,accuracy,0.2,0.8,0.01
2,tvae,accuracy,0.2,0.9,0.0
2,tvae,accuracy,0.2,1.0,0.0
2,tvae,accuracy,0.3,0.2,0.16
2,tvae,accuracy,0.3,0.3,0.16
2,tvae,accuracy,0.3,0.4,0.16
2,tvae,accuracy,0.3,0.5,0.17
2,tvae,accuracy,0.3,0.6,0.16
2,tvae,accuracy,0.3,0.7,0.16
2,tvae,accuracy,0.3,0.8,0.17
2,tvae,accuracy,0.3,0.9,0.17
2,tvae,accuracy,0.3,1.0,0.17
2,tvae,accuracy,0.4,0.2,0.64
2,tvae,accuracy,0.4,0.3,0.64
2,tvae,accuracy,0.4,0.4,0.6
2,tvae,accuracy,0.4,0.5,0.63
2,tvae,accuracy,0.4,0.6,0.62
2,tvae,accuracy,0.4,0.7,0.64
2,tvae,accuracy,0.4,0.8,0.65
2,tvae,accuracy,0.4,0.9,0.65
2,tvae,accuracy,0.4,1.0,0.65
2,gaussian_copula,precision,0.1,0.2,0.0
2,gaussian_copula,precision,0.1,0.3,0.0
2,gaussian_copula,precision,0.1,0.4,0.0
2,gaussian_copula,precision,0.1,0.5,0.0
2,gaussian_copula,precision,0.1,0.6,0.0
2,gaussian_copula,precision,0.1,0.7,0.0
2,gaussian_copula,precision,0.1,0.8,0.0
2,gaussian_copula,precision,0.1,0.9,0.0
2,gaussian_copula,precision,0.1,1.0,0.0
2,gaussian_copula,precision,0.2,0.2,1.0
2,gaussian_copula,precision,0.2,0.3,1.0
2,gaussian_copula,precision,0.2,0.4,1.0
2,gaussian_copula,precision,0.2,0.5,1.0
2,gaussian_copula,precision,0.2,0.6,1.0
2,gaussian_copula,precision,0.2,0.7,1.0
2,gaussian_copula,precision,0.2,0.8,1.0
2,gaussian_copula,precision,0.2,0.9,1.0
2,gaussian_copula,precision,0.2,1.0,1.0
2,gaussian_copula,precision,0.3,0.2,1.0
2,gaussian_copula,precision,0.3,0.3,1.0
2,gaussian_copula,precision,0.3,0.4,1.0
2,gaussian_copula,precision,0.3,0.5,1.0
2,gaussian_copula,precision,0.3,0.6,1.0
2,gaussian_copula,precision,0.3,0.7,1.0
2,gaussian_copula,precision,0.3,0.8,1.0
2,gaussian_copula,precision,0.3,0.9,1.0
2,gaussian_copula,precision,0.3,1.0,1.0
2,gaussian_copula,precision,0.4,0.2,1.0
2,gaussian_copula,precision,0.4,0.3,1.0
2,gaussian_copula,precision,0.4,0.4,1.0
2,gaussian_copula,precision,0.4,0.5,1.0
2,gaussian_copula,precision,0.4,0.6,1.0
2,gaussian_copula,precision,0.4,0.7,1.0
2,gaussian_copula,precision,0.4,0.8,1.0
2,gaussian_copula,precision,0.4,0.9,1.0
2,gaussian_copula,precision,0.4,1.0,1.0
2,gaussian_copula,accuracy,0.1,0.2,0.0
2,gaussian_copula,accuracy,0.1,0.3,0.0
2,gaussian_copula,accuracy,0.1,0.4,0.0
2,gaussian_copula,accuracy,0.1,0.5,0.0
2,gaussian_copula,accuracy,0.1,0.6,0.0
2,gaussian_copula,accuracy,0.1,0.7,0.0
2,gaussian_copula,accuracy,0.1,0.8,0.0
2,gaussian_copula,accuracy,0.1,0.9,0.0
2,gaussian_copula,accuracy,0.1,1.0,0.0
2,gaussian_copula,accuracy,0.2,0.2,0.01
2,gaussian_copula,accuracy,0.2,0.3,0.01
2,gaussian_copula,accuracy,0.2,0.4,0.02
2,gaussian_copula,accuracy,0.2,0.5,0.02
2,gaussian_copula,accuracy,0.2,0.6,0.01
2,gaussian_copula,accuracy,0.2,0.7,0.01
2,gaussian_copula,accuracy,0.2,0.8,0.01
2,gaussian_copula,accuracy,0.2,0.9,0.02
2,gaussian_copula,accuracy,0.2,1.0,0.02
2,gaussian_copula,accuracy,0.3,0.2,0.34
2,gaussian_copula,accuracy,0.3,0.3,0.33
2,gaussian_copula,accuracy,0.3,0.4,0.29
2,gaussian_copula,accuracy,0.3,0.5,0.31
2,gaussian_copula,accuracy,0.3,0.6,0.3
2,gaussian_copula,accuracy,0.3,0.7,0.3
2,gaussian_copula,accuracy,0.3,0.8,0.3
2,gaussian_copula,accuracy,0.3,0.9,0.3
2,gaussian_copula,accuracy,0.3,1.0,0.3
2,gaussian_copula,accuracy,0.4,0.2,0.98
2,gaussian_copula,accuracy,0.4,0.3,0.99
2,gaussian_copula,accuracy,0.4,0.4,0.99
2,gaussian_copula,accuracy,0.4,0.5,0.99
2,gaussian_copula,accuracy,0.4,0.6,0.99
2,gaussian_copula,accuracy,0.4,0.7,0.98
2,gaussian_copula,accuracy,0.4,0.8,0.99
2,gaussian_copula,accuracy,0.4,0.9,0.99
2,gaussian_copula,accuracy,0.4,1.0,0.98
2,copula_gan,precision,0.1,0.2,0.0
2,copula_gan,precision,0.1,0.3,0.0
2,copula_gan,precision,0.1,0.4,0.0
2,copula_gan,precision,0.1,0.5,0.0
2,copula_gan,precision,0.1,0.6,0.0
2,copula_gan,precision,0.1,0.7,0.0
2,copula_gan,precision,0.1,0.8,0.0
2,copula_gan,precision,0.1,0.9,0.0
2,copula_gan,precision,0.1,1.0,0.0
2,copula_gan,precision,0.2,0.2,0.0
2,copula_gan,precision,0.2,0.3,0.0
2,copula_gan,precision,0.2,0.4,0.0
2,copula_gan,precision,0.2,0.5,0.0
2,copula_gan,precision,0.2,0.6,0.0
2,copula_gan,precision,0.2,0.7,1.0
2,copula_gan,precision,0.2,0.8,1.0
2,copula_gan,precision,0.2,0.9,1.0
2,copula_gan,precision,0.2,1.0,1.0
2,copula_gan,precision,0.3,0.2,1.0
2,copula_gan,precision,0.3,0.3,1.0
2,copula_gan,precision,0.3,0.4,1.0
2,copula_gan,precision,0.3,0.5,1.0
2,copula_gan,precision,0.3,0.6,1.0
2,copula_gan,precision,0.3,0.7,1.0
2,copula_gan,precision,0.3,0.8,1.0
2,copula_gan,precision,0.3,0.9,1.0
2,copula_gan,precision,0.3,1.0,1.0
2,copula_gan,precision,0.4,0.2,1.0
2,copula_gan,precision,0.4,0.3,1.0
2,copula_gan,precision,0.4,0.4,1.0
2,copula_gan,precision,0.4,0.5,1.0
2,copula_gan,precision,0.4,0.6,1.0
2,copula_gan,precision,0.4,0.7,1.0
2,copula_gan,precision,0.4,0.8,1.0
2,copula_gan,precision,0.4,0.9,1.0
2,copula_gan,precision,0.4,1.0,1.0
2,copula_gan,accuracy,0.1,0.2,0.0
2,copula_gan,accuracy,0.1,0.3,0.0
2,copula_gan,accuracy,0.1,0.4,0.0
2,copula_gan,accuracy,0.1,0.5,0.0
2,copula_gan,accuracy,0.1,0.6,0.0
2,copula_gan,accuracy,0.1,0.7,0.0
2,copula_gan,accuracy,0.1,0.8,0.0
2,copula_gan,accuracy,0.1,0.9,0.0
2,copula_gan,accuracy,0.1,1.0,0.0
2,copula_gan,accuracy,0.2,0.2,0.0
2,copula_gan,accuracy,0.2,0.3,0.0
2,copula_gan,accuracy,0.2,0.4,0.0
2,copula_gan,accuracy,0.2,0.5,0.0
2,copula_gan,accuracy,0.2,0.6,0.0
2,copula_gan,accuracy,0.2,0.7,0.0
2,copula_gan,accuracy,0.2,0.8,0.0
2,copula_gan,accuracy,0.2,0.9,0.0
2,copula_gan,accuracy,0.2,1.0,0.0
2,copula_gan,accuracy,0.3,0.2,0.16
2,copula_gan,accuracy,0.3,0.3,0.17
2,copula_gan,accuracy,0.3,0.4,0.19
2,copula_gan,accuracy,0.3,0.5,0.19
2,copula_gan,accuracy,0.3,0.6,0.19
2,copula_gan,accuracy,0.3,0.7,0.21
2,copula_gan,accuracy,0.3,0.8,0.2
2,copula_gan,accuracy,0.3,0.9,0.2
2,copula_gan,accuracy,0.3,1.0,0.2
2,copula_gan,accuracy,0.4,0.2,0.98
2,copula_gan,accuracy,0.4,0.3,0.98
2,copula_gan,accuracy,0.4,0.4,0.99
2,copula_gan,accuracy,0.4,0.5,0.98
2,copula_gan,accuracy,0.4,0.6,0.98
2,copula_gan,accuracy,0.4,0.7,0.98
2,copula_gan,accuracy,0.4,0.8,0.98
2,copula_gan,accuracy,0.4,0.9,0.99
2,copula_gan,accuracy,0.4,1.0,0.99
2,ctgan,precision,0.1,0.2,0.0
2,ctgan,precision,0.1,0.3,0.0
2,ctgan,precision,0.1,0.4,0.0
2,ctgan,precision,0.1,0.5,0.0
2,ctgan,precision,0.1,0.6,0.0
2,ctgan,precision,0.1,0.7,0.0
2,ctgan,precision,0.1,0.8,0.0
2,ctgan,precision,0.1,0.9,0.0
2,ctgan,precision,0.1,1.0,0.0
2,ctgan,precision,0.2,0.2,0.0
2,ctgan,precision,0.2,0.3,0.0
2,ctgan,precision,0.2,0.4,0.0
2,ctgan,precision,0.2,0.5,0.0
2,ctgan,precision,0.2,0.6,1.0
2,ctgan,precision,0.2,0.7,1.0
2,ctgan,precision,0.2,0.8,1.0
2,ctgan,precision,0.2,0.9,1.0
2,ctgan,precision,0.2,1.0,1.0
2,ctgan,precision,0.3,0.2,1.0
2,ctgan,precision,0.3,0.3,1.0
2,ctgan,precision,0.3,0.4,1.0
2,ctgan,precision,0.3,0.5,1.0
2,ctgan,precision,0.3,0.6,1.0
2,ctgan,precision,0.3,0.7,1.0
2,ctgan,precision,0.3,0.8,1.0
2,ctgan,precision,0.3,0.9,1.0
2,ctgan,precision,0.3,1.0,1.0
2,ctgan,precision,0.4,0.2,1.0
2,ctgan,precision,0.4,0.3,1.0
2,ctgan,precision,0.4,0.4,1.0
2,ctgan,precision,0.4,0.5,1.0
2,ctgan,precision,0.4,0.6,1.0
2,ctgan,precision,0.4,0.7,1.0
2,ctgan,precision,0.4,0.8,1.0
2,ctgan,precision,0.4,0.9,1.0
2,ctgan,precision,0.4,1.0,1.0
2,ctgan,accuracy,0.1,0.2,0.0
2,ctgan,accuracy,0.1,0.3,0.0
2,ctgan,accuracy,0.1,0.4,0.0
2,ctgan,accuracy,0.1,0.5,0.0
2,ctgan,accuracy,0.1,0.6,0.0
2,ctgan,accuracy,0.1,0.7,0.0
2,ctgan,accuracy,0.1,0.8,0.0
2,ctgan,accuracy,0.1,0.9,0.0
2,ctgan,accuracy,0.1,1.0,0.0
2,ctgan,accuracy,0.2,0.2,0.0
2,ctgan,accuracy,0.2,0.3,0.0
2,ctgan,accuracy,0.2,0.4,0.0
2,ctgan,accuracy,0.2,0.5,0.0
2,ctgan,accuracy,0.2,0.6,0.0
2,ctgan,accuracy,0.2,0.7,0.0
2,ctgan,accuracy,0.2,0.8,0.0
2,ctgan,accuracy,0.2,0.9,0.0
2,ctgan,accuracy,0.2,1.0,0.0
2,ctgan,accuracy,0.3,0.2,0.24
2,ctgan,accuracy,0.3,0.3,0.23
2,ctgan,accuracy,0.3,0.4,0.23
2,ctgan,accuracy,0.3,0.5,0.22
2,ctgan,accuracy,0.3,0.6,0.21
2,ctgan,accuracy,0.3,0.7,0.21
2,ctgan,accuracy,0.3,0.8,0.21
2,ctgan,accuracy,0.3,0.9,0.2
2,ctgan,accuracy,0.3,1.0,0.21
2,ctgan,accuracy,0.4,0.2,0.94
2,ctgan,accuracy,0.4,0.3,0.95
2,ctgan,accuracy,0.4,0.4,0.96
2,ctgan,accuracy,0.4,0.5,0.96
2,ctgan,accuracy,0.4,0.6,0.97
2,ctgan,accuracy,0.4,0.7,0.97
2,ctgan,accuracy,0.4,0.8,0.97
2,ctgan,accuracy,0.4,0.9,0.97
2,ctgan,accuracy,0.4,1.0,0.98
3,synthpop,precision,0.1,0.2,0.0
3,synthpop,precision,0.1,0.3,0.0
3,synthpop,precision,0.1,0.4,0.0
3,synthpop,precision,0.1,0.5,0.0
3,synthpop,precision,0.1,0.6,0.0
3,synthpop,precision,0.1,0.7,0.0
3,synthpop,precision,0.1,0.8,0.0
3,synthpop,precision,0.1,0.9,0.0
3,synthpop,precision,0.1,1.0,0.0
3,synthpop,precision,0.2,0.2,1.0
3,synthpop,precision,0.2,0.3,1.0
3,synthpop,precision,0.2,0.4,1.0
3,synthpop,precision,0.2,0.5,1.0
3,synthpop,precision,0.2,0.6,1.0
3,synthpop,precision,0.2,0.7,1.0
3,synthpop,precision,0.2,0.8,1.0
3,synthpop,precision,0.2,0.9,1.0
3,synthpop,precision,0.2,1.0,1.0
3,synthpop,precision,0.3,0.2,1.0
3,synthpop,precision,0.3,0.3,1.0
3,synthpop,precision,0.3,0.4,1.0
3,synthpop,precision,0.3,0.5,1.0
3,synthpop,precision,0.3,0.6,1.0
3,synthpop,precision,0.3,0.7,1.0
3,synthpop,precision,0.3,0.8,1.0
3,synthpop,precision,0.3,0.9,1.0
3,synthpop,precision,0.3,1.0,1.0
3,synthpop,precision,0.4,0.2,1.0
3,synthpop,precision,0.4,0.3,1.0
3,synthpop,precision,0.4,0.4,1.0
3,synthpop,precision,0.4,0.5,1.0
3,synthpop,precision,0.4,0.6,1.0
3,synthpop,precision,0.4,0.7,1.0
3,synthpop,precision,0.4,0.8,1.0
3,synthpop,precision,0.4,0.9,1.0
3,synthpop,precision,0.4,1.0,1.0
3,synthpop,accuracy,0.1,0.2,0.0
3,synthpop,accuracy,0.1,0.3,0.0
3,synthpop,accuracy,0.1,0.4,0.0
3,synthpop,accuracy,0.1,0.5,0.0
3,synthpop,accuracy,0.1,0.6,0.0
3,synthpop,accuracy,0.1,0.7,0.0
3,synthpop,accuracy,0.1,0.8,0.0
3,synthpop,accuracy,0.1,0.9,0.0
3,synthpop,accuracy,0.1,1.0,0.0
3,synthpop,accuracy,0.2,0.2,0.09
3,synthpop,accuracy,0.2,0.3,0.06
3,synthpop,accuracy,0.2,0.4,0.05
3,synthpop,accuracy,0.2,0.5,0.04
3,synthpop,accuracy,0.2,0.6,0.03
3,synthpop,accuracy,0.2,0.7,0.03
3,synthpop,accuracy,0.2,0.8,0.02
3,synthpop,accuracy,0.2,0.9,0.02
3,synthpop,accuracy,0.2,1.0,0.02
3,synthpop,accuracy,0.3,0.2,0.18
3,synthpop,accuracy,0.3,0.3,0.18
3,synthpop,accuracy,0.3,0.4,0.23
3,synthpop,accuracy,0.3,0.5,0.18
3,synthpop,accuracy,0.3,0.6,0.21
3,synthpop,accuracy,0.3,0.7,0.18
3,synthpop,accuracy,0.3,0.8,0.16
3,synthpop,accuracy,0.3,0.9,0.14
3,synthpop,accuracy,0.3,1.0,0.12
3,synthpop,accuracy,0.4,0.2,0.55
3,synthpop,accuracy,0.4,0.3,0.53
3,synthpop,accuracy,0.4,0.4,0.5
3,synthpop,accuracy,0.4,0.5,0.5
3,synthpop,accuracy,0.4,0.6,0.5
3,synthpop,accuracy,0.4,0.7,0.44
3,synthpop,accuracy,0.4,0.8,0.4
3,synthpop,accuracy,0.4,0.9,0.36
3,synthpop,accuracy,0.4,1.0,0.38
3,ds,precision,0.1,0.2,0.0
3,ds,precision,0.1,0.3,0.0
3,ds,precision,0.1,0.4,0.0
3,ds,precision,0.1,0.5,0.0
3,ds,precision,0.1,0.6,0.0
3,ds,precision,0.1,0.7,0.0
3,ds,precision,0.1,0.8,0.0
3,ds,precision,0.1,0.9,0.0
3,ds,precision,0.1,1.0,0.0
3,ds,precision,0.2,0.2,0.0
3,ds,precision,0.2,0.3,0.0
3,ds,precision,0.2,0.4,0.0
3,ds,precision,0.2,0.5,0.0
3,ds,precision,0.2,0.6,0.0
3,ds,precision,0.2,0.7,0.0
3,ds,precision,0.2,0.8,0.0
3,ds,precision,0.2,0.9,0.0
3,ds,precision,0.2,1.0,0.0
3,ds,precision,0.3,0.2,0.0
3,ds,precision,0.3,0.3,0.0
3,ds,precision,0.3,0.4,0.0
3,ds,precision,0.3,0.5,0.0
3,ds,precision,0.3,0.6,0.0
3,ds,precision,0.3,0.7,0.0
3,ds,precision,0.3,0.8,0.0
3,ds,precision,0.3,0.9,0.0
3,ds,precision,0.3,1.0,0.0
3,ds,precision,0.4,0.2,0.0
3,ds,precision,0.4,0.3,0.0
3,ds,precision,0.4,0.4,0.0
3,ds,precision,0.4,0.5,0.0
3,ds,precision,0.4,0.6,0.0
3,ds,precision,0.4,0.7,0.0
3,ds,precision,0.4,0.8,0.0
3,ds,precision,0.4,0.9,0.0
3,ds,precision,0.4,1.0,0.0
3,ds,accuracy,0.1,0.2,0.0
3,ds,accuracy,0.1,0.3,0.0
3,ds,accuracy,0.1,0.4,0.0
3,ds,accuracy,0.1,0.5,0.0
3,ds,accuracy,0.1,0.6,0.0
3,ds,accuracy,0.1,0.7,0.0
3,ds,accuracy,0.1,0.8,0.0
3,ds,accuracy,0.1,0.9,0.0
3,ds,accuracy,0.1,1.0,0.0
3,ds,accuracy,0.2,0.2,0.0
3,ds,accuracy,0.2,0.3,0.0
3,ds,accuracy,0.2,0.4,0.0
3,ds,accuracy,0.2,0.5,0.0
3,ds,accuracy,0.2,0.6,0.0
3,ds,accuracy,0.2,0.7,0.0
3,ds,accuracy,0.2,0.8,0.0
3,ds,accuracy,0.2,0.9,0.0
3,ds,accuracy,0.2,1.0,0.0
3,ds,accuracy,0.3,0.2,0.0
3,ds,accuracy,0.3,0.3,0.0
3,ds,accuracy,0.3,0.4,0.0
3,ds,accuracy,0.3,0.5,0.0
3,ds,accuracy,0.3,0.6,0.0
3,ds,accuracy,0.3,0.7,0.0
3,ds,accuracy,0.3,0.8,0.0
3,ds,accuracy,0.3,0.9,0.0
3,ds,accuracy,0.3,1.0,0.0
3,ds,accuracy,0.4,0.2,0.0
3,ds,accuracy,0.4,0.3,0.0
3,ds,accuracy,0.4,0.4,0.0
3,ds,accuracy,0.4,0.5,0.0
3,ds,accuracy,0.4,0.6,0.0
3,ds,accuracy,0.4,0.7,0.0
3,ds,accuracy,0.4,0.8,0.0
3,ds,accuracy,0.4,0.9,0.0
3,ds,accuracy,0.4,1.0,0.0
3,tvae,precision,0.1,0.2,0.0
3,tvae,precision,0.1,0.3,0.0
3,tvae,precision,0.1,0.4,0.0
3,tvae,precision,0.1,0.5,0.0
3,tvae,precision,0.1,0.6,0.0
3,tvae,precision,0.1,0.7,0.0
3,tvae,precision,0.1,0.8,0.0
3,tvae,precision,0.1,0.9,0.0
3,tvae,precision,0.1,1.0,0.0
3,tvae,precision,0.2,0.2,0.0
3,tvae,precision,0.2,0.3,0.0
3,tvae,precision,0.2,0.4,0.0
3,tvae,precision,0.2,0.5,0.0
3,tvae,precision,0.2,0.6,0.0
3,tvae,precision,0.2,0.7,0.0
3,tvae,precision,0.2,0.8,0.0
3,tvae,precision,0.2,0.9,0.0
3,tvae,precision,0.2,1.0,0.0
3,tvae,precision,0.3,0.2,0.0
3,tvae,precision,0.3,0.3,0.0
3,tvae,precision,0.3,0.4,0.0
3,tvae,precision,0.3,0.5,0.0
3,tvae,precision,0.3,0.6,0.0
3,tvae,precision,0.3,0.7,0.0
3,tvae,precision,0.3,0.8,0.0
3,tvae,precision,0.3,0.9,0.0
3,tvae,precision,0.3,1.0,0.0
3,tvae,precision,0.4,0.2,0.0
3,tvae,precision,0.4,0.3,1.0
3,tvae,precision,0.4,0.4,1.0
3,tvae,precision,0.4,0.5,1.0
3,tvae,precision,0.4,0.6,1.0
3,tvae,precision,0.4,0.7,1.0
3,tvae,precision,0.4,0.8,1.0
3,tvae,precision,0.4,0.9,1.0
3,tvae,precision,0.4,1.0,1.0
3,tvae,accuracy,0.1,0.2,0.0
3,tvae,accuracy,0.1,0.3,0.0
3,tvae,accuracy,0.1,0.4,0.0
3,tvae,accuracy,0.1,0.5,0.0
3,tvae,accuracy,0.1,0.6,0.0
3,tvae,accuracy,0.1,0.7,0.0
3,tvae,accuracy,0.1,0.8,0.0
3,tvae,accuracy,0.1,0.9,0.0
3,tvae,accuracy,0.1,1.0,0.0
3,tvae,accuracy,0.2,0.2,0.0
3,tvae,accuracy,0.2,0.3,0.0
3,tvae,accuracy,0.2,0.4,0.0
3,tvae,accuracy,0.2,0.5,0.0
3,tvae,accuracy,0.2,0.6,0.0
3,tvae,accuracy,0.2,0.7,0.0
3,tvae,accuracy,0.2,0.8,0.0
3,tvae,accuracy,0.2,0.9,0.0
3,tvae,accuracy,0.2,1.0,0.0
3,tvae,accuracy,0.3,0.2,0.0
3,tvae,accuracy,0.3,0.3,0.0
3,tvae,accuracy,0.3,0.4,0.0
3,tvae,accuracy,0.3,0.5,0.0
3,tvae,accuracy,0.3,0.6,0.0
3,tvae,accuracy,0.3,0.7,0.0
3,tvae,accuracy,0.3,0.8,0.0
3,tvae,accuracy,0.3,0.9,0.0
3,tvae,accuracy,0.3,1.0,0.0
3,tvae,accuracy,0.4,0.2,0.0
3,tvae,accuracy,0.4,0.3,0.12
3,tvae,accuracy,0.4,0.4,0.09
3,tvae,accuracy,0.4,0.5,0.14
3,tvae,accuracy,0.4,0.6,0.15
3,tvae,accuracy,0.4,0.7,0.15
3,tvae,accuracy,0.4,0.8,0.16
3,tvae,accuracy,0.4,0.9,0.16
3,tvae,accuracy,0.4,1.0,0.18
3,gaussian_copula,precision,0.1,0.2,0.0
3,gaussian_copula,precision,0.1,0.3,0.0
3,gaussian_copula,precision,0.1,0.4,0.0
3,gaussian_copula,precision,0.1,0.5,0.0
3,gaussian_copula,precision,0.1,0.6,0.0
3,gaussian_copula,precision,0.1,0.7,0.0
3,gaussian_copula,precision,0.1,0.8,0.0
3,gaussian_copula,precision,0.1,0.9,0.0
3,gaussian_copula,precision,0.1,1.0,0.0
3,gaussian_copula,precision,0.2,0.2,0.0
3,gaussian_copula,precision,0.2,0.3,0.0
3,gaussian_copula,precision,0.2,0.4,0.0
3,gaussian_copula,precision,0.2,0.5,0.0
3,gaussian_copula,precision,0.2,0.6,0.0
3,gaussian_copula,precision,0.2,0.7,0.0
3,gaussian_copula,precision,0.2,0.8,0.0
3,gaussian_copula,precision,0.2,0.9,0.0
3,gaussian_copula,precision,0.2,1.0,0.0
3,gaussian_copula,precision,0.3,0.2,0.0
3,gaussian_copula,precision,0.3,0.3,0.0
3,gaussian_copula,precision,0.3,0.4,0.0
3,gaussian_copula,precision,0.3,0.5,0.0
3,gaussian_copula,precision,0.3,0.6,0.0
3,gaussian_copula,precision,0.3,0.7,0.0
3,gaussian_copula,precision,0.3,0.8,0.0
3,gaussian_copula,precision,0.3,0.9,0.0
3,gaussian_copula,precision,0.3,1.0,0.0
3,gaussian_copula,precision,0.4,0.2,0.0
3,gaussian_copula,precision,0.4,0.3,0.0
3,gaussian_copula,precision,0.4,0.4,0.0
3,gaussian_copula,precision,0.4,0.5,0.0
3,gaussian_copula,precision,0.4,0.6,0.0
3,gaussian_copula,precision,0.4,0.7,0.0
3,gaussian_copula,precision,0.4,0.8,1.0
3,gaussian_copula,precision,0.4,0.9,1.0
3,gaussian_copula,precision,0.4,1.0,1.0
3,gaussian_copula,accuracy,0.1,0.2,0.0
3,gaussian_copula,accuracy,0.1,0.3,0.0
3,gaussian_copula,accuracy,0.1,0.4,0.0
3,gaussian_copula,accuracy,0.1,0.5,0.0
3,gaussian_copula,accuracy,0.1,0.6,0.0
3,gaussian_copula,accuracy,0.1,0.7,0.0
3,gaussian_copula,accuracy,0.1,0.8,0.0
3,gaussian_copula,accuracy,0.1,0.9,0.0
3,gaussian_copula,accuracy,0.1,1.0,0.0
3,gaussian_copula,accuracy,0.2,0.2,0.0
3,gaussian_copula,accuracy,0.2,0.3,0.0
3,gaussian_copula,accuracy,0.2,0.4,0.0
3,gaussian_copula,accuracy,0.2,0.5,0.0
3,gaussian_copula,accuracy,0.2,0.6,0.0
3,gaussian_copula,accuracy,0.2,0.7,0.0
3,gaussian_copula,accuracy,0.2,0.8,0.0
3,gaussian_copula,accuracy,0.2,0.9,0.0
3,gaussian_copula,accuracy,0.2,1.0,0.0
3,gaussian_copula,accuracy,0.3,0.2,0.0
3,gaussian_copula,accuracy,0.3,0.3,0.0
3,gaussian_copula,accuracy,0.3,0.4,0.0
3,gaussian_copula,accuracy,0.3,0.5,0.0
3,gaussian_copula,accuracy,0.3,0.6,0.0
3,gaussian_copula,accuracy,0.3,0.7,0.0
3,gaussian_copula,accuracy,0.3,0.8,0.0
3,gaussian_copula,accuracy,0.3,0.9,0.0
3,gaussian_copula,accuracy,0.3,1.0,0.0
3,gaussian_copula,accuracy,0.4,0.2,0.0
3,gaussian_copula,accuracy,0.4,0.3,0.0
3,gaussian_copula,accuracy,0.4,0.4,0.0
3,gaussian_copula,accuracy,0.4,0.5,0.0
3,gaussian_copula,accuracy,0.4,0.6,0.0
3,gaussian_copula,accuracy,0.4,0.7,0.0
3,gaussian_copula,accuracy,0.4,0.8,0.02
3,gaussian_copula,accuracy,0.4,0.9,0.02
3,gaussian_copula,accuracy,0.4,1.0,0.04
3,copula_gan,precision,0.1,0.2,0.0
3,copula_gan,precision,0.1,0.3,0.0
3,copula_gan,precision,0.1,0.4,0.0
3,copula_gan,precision,0.1,0.5,0.0
3,copula_gan,precision,0.1,0.6,0.0
3,copula_gan,precision,0.1,0.7,0.0
3,copula_gan,precision,0.1,0.8,0.0
3,copula_gan,precision,0.1,0.9,0.0
3,copula_gan,precision,0.1,1.0,0.0
3,copula_gan,precision,0.2,0.2,0.0
3,copula_gan,precision,0.2,0.3,0.0
3,copula_gan,precision,0.2,0.4,0.0
3,copula_gan,precision,0.2,0.5,0.0
3,copula_gan,precision,0.2,0.6,0.0
3,copula_gan,precision,0.2,0.7,0.0
3,copula_gan,precision,0.2,0.8,0.0
3,copula_gan,precision,0.2,0.9,0.0
3,copula_gan,precision,0.2,1.0,0.0
3,copula_gan,precision,0.3,0.2,0.0
3,copula_gan,precision,0.3,0.3,0.0
3,copula_gan,precision,0.3,0.4,0.0
3,copula_gan,precision,0.3,0.5,0.0
3,copula_gan,precision,0.3,0.6,0.0
3,copula_gan,precision,0.3,0.7,0.0
3,copula_gan,precision,0.3,0.8,0.0
3,copula_gan,precision,0.3,0.9,0.0
3,copula_gan,precision,0.3,1.0,0.0
3,copula_gan,precision,0.4,0.2,0.0
3,copula_gan,precision,0.4,0.3,0.0
3,copula_gan,precision,0.4,0.4,0.0
3,copula_gan,precision,0.4,0.5,0.0
3,copula_gan,precision,0.4,0.6,0.0
3,copula_gan,precision,0.4,0.7,0.0
3,copula_gan,precision,0.4,0.8,0.0
3,copula_gan,precision,0.4,0.9,0.0
3,copula_gan,precision,0.4,1.0,0.0
3,copula_gan,accuracy,0.1,0.2,0.0
3,copula_gan,accuracy,0.1,0.3,0.0
3,copula_gan,accuracy,0.1,0.4,0.0
3,copula_gan,accuracy,0.1,0.5,0.0
3,copula_gan,accuracy,0.1,0.6,0.0
3,copula_gan,accuracy,0.1,0.7,0.0
3,copula_gan,accuracy,0.1,0.8,0.0
3,copula_gan,accuracy,0.1,0.9,0.0
3,copula_gan,accuracy,0.1,1.0,0.0
3,copula_gan,accuracy,0.2,0.2,0.0
3,copula_gan,accuracy,0.2,0.3,0.0
3,copula_gan,accuracy,0.2,0.4,0.0
3,copula_gan,accuracy,0.2,0.5,0.0
3,copula_gan,accuracy,0.2,0.6,0.0
3,copula_gan,accuracy,0.2,0.7,0.0
