Dataset,Model,Metric,Threshold,Proportion,Value
4,ds,precision,0.1,0.8,1.0
4,ds,precision,0.1,0.9,1.0
4,ds,precision,0.1,1.0,1.0
4,ds,precision,0.2,0.2,1.0
4,ds,precision,0.2,0.3,1.0
4,ds,precision,0.2,0.4,1.0
4,ds,precision,0.2,0.5,1.0
4,ds,precision,0.2,0.6,1.0
4,ds,precision,0.2,0.7,1.0
4,ds,precision,0.2,0.8,1.0
4,ds,precision,0.2,0.9,1.0
4,ds,precision,0.2,1.0,1.0
4,ds,precision,0.3,0.2,1.0
4,ds,precision,0.3,0.3,1.0
4,ds,precision,0.3,0.4,1.0
4,ds,precision,0.3,0.5,1.0
4,ds,precision,0.3,0.6,1.0
4,ds,precision,0.3,0.7,1.0
4,ds,precision,0.3,0.8,1.0
4,ds,precision,0.3,0.9,1.0
4,ds,precision,0.3,1.0,1.0
4,ds,precision,0.4,0.2,1.0
4,ds,precision,0.4,0.3,1.0
4,ds,precision,0.4,0.4,1.0
4,ds,precision,0.4,0.5,1.0
4,ds,precision,0.4,0.6,1.0
4,ds,precision,0.4,0.7,1.0
4,ds,precision,0.4,0.8,1.0
4,ds,precision,0.4,0.9,1.0
4,ds,precision,0.4,1.0,1.0
4,ds,accuracy,0.1,0.2,0.0
4,ds,accuracy,0.1,0.3,0.0
4,ds,accuracy,0.1,0.4,0.0
4,ds,accuracy,0.1,0.5,0.0
4,ds,accuracy,0.1,0.6,0.0
4,ds,accuracy,0.1,0.7,0.0
4,ds,accuracy,0.1,0.8,0.0
4,ds,accuracy,0.1,0.9,0.0
4,ds,accuracy,0.1,1.0,0.0
4,ds,accuracy,0.2,0.2,0.24
4,ds,accuracy,0.2,0.3,0.24
4,ds,accuracy,0.2,0.4,0.24
4,ds,accuracy,0.2,0.5,0.24
4,ds,accuracy,0.2,0.6,0.24
4,ds,accuracy,0.2,0.7,0.24
4,ds,accuracy,0.2,0.8,0.24
4,ds,accuracy,0.2,0.9,0.24
4,ds,accuracy,0.2,1.0,0.24
4,ds,accuracy,0.3,0.2,0.89
4,ds,accuracy,0.3,0.3,0.89
4,ds,accuracy,0.3,0.4,0.89
4,ds,accuracy,0.3,0.5,0.89
4,ds,accuracy,0.3,0.6,0.89
4,ds,accuracy,0.3,0.7,0.89
4,ds,accuracy,0.3,0.8,0.89
4,ds,accuracy,0.3,0.9,0.89
4,ds,accuracy,0.3,1.0,0.89
4,ds,accuracy,0.4,0.2,1.0
4,ds,accuracy,0.4,0.3,1.0
4,ds,accuracy,0.4,0.4,1.0
4,ds,accuracy,0.4,0.5,1.0
4,ds,accuracy,0.4,0.6,1.0
4,ds,accuracy,0.4,0.7,1.0
4,ds,accuracy,0.4,0.8,1.0
4,ds,accuracy,0.4,0.9,1.0
4,ds,accuracy,0.4,1.0,1.0
4,tvae,precision,0.1,0.2,1.0
4,tvae,precision,0.1,0.3,1.0
4,tvae,precision,0.1,0.4,1.0
4,tvae,precision,0.1,0.5,1.0
4,tvae,precision,0.1,0.6,1.0
4,tvae,precision,0.1,0.7,1.0
4,tvae,precision,0.1,0.8,1.0
4,tvae,precision,0.1,0.9,1.0
4,tvae,precision,0.1,1.0,1.0
4,tvae,precision,0.2,0.2,1.0
4,tvae,precision,0.2,0.3,1.0
4,tvae,precision,0.2,0.4,1.0
4,tvae,precision,0.2,0.5,1.0
4,tvae,precision,0.2,0.6,1.0
4,tvae,precision,0.2,0.7,1.0
4,tvae,precision,0.2,0.8,1.0
4,tvae,precision,0.2,0.9,1.0
4,tvae,precision,0.2,1.0,1.0
4,tvae,precision,0.3,0.2,1.0
4,tvae,precision,0.3,0.3,1.0
4,tvae,precision,0.3,0.4,1.0
4,tvae,precision,0.3,0.5,1.0
4,tvae,precision,0.3,0.6,1.0
4,tvae,precision,0.3,0.7,1.0
4,tvae,precision,0.3,0.8,1.0
4,tvae,precision,0.3,0.9,1.0
4,tvae,precision,0.3,1.0,1.0
4,tvae,precision,0.4,0.2,1.0
4,tvae,precision,0.4,0.3,1.0
4,tvae,precision,0.4,0.4,1.0
4,tvae,precision,0.4,0.5,1.0
4,tvae,precision,0.4,0.6,1.0
4,tvae,precision,0.4,0.7,1.0
4,tvae,precision,0.4,0.8,1.0
4,tvae,precision,0.4,0.9,1.0
4,tvae,precision,0.4,1.0,1.0
4,tvae,accuracy,0.1,0.2,0.1
4,tvae,accuracy,0.1,0.3,0.1
4,tvae,accuracy,0.1,0.4,0.1
4,tvae,accuracy,0.1,0.5,0.1
4,tvae,accuracy,0.1,0.6,0.1
4,tvae,accuracy,0.1,0.7,0.1
4,tvae,accuracy,0.1,0.8,0.1
4,tvae,accuracy,0.1,0.9,0.1
4,tvae,accuracy,0.1,1.0,0.1
4,tvae,accuracy,0.2,0.2,0.6
4,tvae,accuracy,0.2,0.3,0.62
4,tvae,accuracy,0.2,0.4,0.62
4,tvae,accuracy,0.2,0.5,0.62
4,tvae,accuracy,0.2,0.6,0.62
4,tvae,accuracy,0.2,0.7,0.61
4,tvae,accuracy,0.2,0.8,0.61
4,tvae,accuracy,0.2,0.9,0.62
4,tvae,accuracy,0.2,1.0,0.61
4,tvae,accuracy,0.3,0.2,0.95
4,tvae,accuracy,0.3,0.3,0.95
4,tvae,accuracy,0.3,0.4,0.94
4,tvae,accuracy,0.3,0.5,0.94
4,tvae,accuracy,0.3,0.6,0.94
4,tvae,accuracy,0.3,0.7,0.94
4,tvae,accuracy,0.3,0.8,0.94
4,tvae,accuracy,0.3,0.9,0.94
4,tvae,accuracy,0.3,1.0,0.94
4,tvae,accuracy,0.4,0.2,1.0
4,tvae,accuracy,0.4,0.3,1.0
4,tvae,accuracy,0.4,0.4,1.0
4,tvae,accuracy,0.4,0.5,1.0
4,tvae,accuracy,0.4,0.6,1.0
4,tvae,accuracy,0.4,0.7,1.0
4,tvae,accuracy,0.4,0.8,1.0
4,tvae,accuracy,0.4,0.9,1.0
4,tvae,accuracy,0.4,1.0,1.0
4,gaussian_copula,precision,0.1,0.2,1.0
4,gaussian_copula,precision,0.1,0.3,1.0
4,gaussian_copula,precision,0.1,0.4,1.0
4,gaussian_copula,precision,0.1,0.5,1.0
4,gaussian_copula,precision,0.1,0.6,1.0
4,gaussian_copula,precision,0.1,0.7,1.0
4,gaussian_copula,precision,0.1,0.8,1.0
4,gaussian_copula,precision,0.1,0.9,1.0
4,gaussian_copula,precision,0.1,1.0,1.0
4,gaussian_copula,precision,0.2,0.2,1.0
4,gaussian_copula,precision,0.2,0.3,1.0
4,gaussian_copula,precision,0.2,0.4,1.0
4,gaussian_copula,precision,0.2,0.5,1.0
4,gaussian_copula,precision,0.2,0.6,1.0
4,gaussian_copula,precision,0.2,0.7,1.0
4,gaussian_copula,precision,0.2,0.8,1.0
4,gaussian_copula,precision,0.2,0.9,1.0
4,gaussian_copula,precision,0.2,1.0,1.0
4,gaussian_copula,precision,0.3,0.2,1.0
4,gaussian_copula,precision,0.3,0.3,1.0
4,gaussian_copula,precision,0.3,0.4,1.0
4,gaussian_copula,precision,0.3,0.5,1.0
4,gaussian_copula,precision,0.3,0.6,1.0
4,gaussian_copula,precision,0.3,0.7,1.0
4,gaussian_copula,precision,0.3,0.8,1.0
4,gaussian_copula,precision,0.3,0.9,1.0
4,gaussian_copula,precision,0.3,1.0,1.0
4,gaussian_copula,precision,0.4,0.2,1.0
4,gaussian_copula,precision,0.4,0.3,1.0
4,gaussian_copula,precision,0.4,0.4,1.0
4,gaussian_copula,precision,0.4,0.5,1.0
4,gaussian_copula,precision,0.4,0.6,1.0
4,gaussian_copula,precision,0.4,0.7,1.0
4,gaussian_copula,precision,0.4,0.8,1.0
4,gaussian_copula,precision,0.4,0.9,1.0
4,gaussian_copula,precision,0.4,1.0,1.0
4,gaussian_copula,accuracy,0.1,0.2,0.0
4,gaussian_copula,accuracy,0.1,0.3,0.0
4,gaussian_copula,accuracy,0.1,0.4,0.0
4,gaussian_copula,accuracy,0.1,0.5,0.0
4,gaussian_copula,accuracy,0.1,0.6,0.0
4,gaussian_copula,accuracy,0.1,0.7,0.0
4,gaussian_copula,accuracy,0.1,0.8,0.0
4,gaussian_copula,accuracy,0.1,0.9,0.0
4,gaussian_copula,accuracy,0.1,1.0,0.0
4,gaussian_copula,accuracy,0.2,0.2,0.22
4,gaussian_copula,accuracy,0.2,0.3,0.22
4,gaussian_copula,accuracy,0.2,0.4,0.23
4,gaussian_copula,accuracy,0.2,0.5,0.22
4,gaussian_copula,accuracy,0.2,0.6,0.22
4,gaussian_copula,accuracy,0.2,0.7,0.22
4,gaussian_copula,accuracy,0.2,0.8,0.22
4,gaussian_copula,accuracy,0.2,0.9,0.22
4,gaussian_copula,accuracy,0.2,1.0,0.22
4,gaussian_copula,accuracy,0.3,0.2,0.89
4,gaussian_copula,accuracy,0.3,0.3,0.89
4,gaussian_copula,accuracy,0.3,0.4,0.89
4,gaussian_copula,accuracy,0.3,0.5,0.89
4,gaussian_copula,accuracy,0.3,0.6,0.89
4,gaussian_copula,accuracy,0.3,0.7,0.89
4,gaussian_copula,accuracy,0.3,0.8,0.89
4,gaussian_copula,accuracy,0.3,0.9,0.89
4,gaussian_copula,accuracy,0.3,1.0,0.89
4,gaussian_copula,accuracy,0.4,0.2,1.0
4,gaussian_copula,accuracy,0.4,0.3,1.0
4,gaussian_copula,accuracy,0.4,0.4,1.0
4,gaussian_copula,accuracy,0.4,0.5,1.0
4,gaussian_copula,accuracy,0.4,0.6,1.0
4,gaussian_copula,accuracy,0.4,0.7,1.0
4,gaussian_copula,accuracy,0.4,0.8,1.0
4,gaussian_copula,accuracy,0.4,0.9,1.0
4,gaussian_copula,accuracy,0.4,1.0,1.0
4,copula_gan,precision,0.1,0.2,1.0
4,copula_gan,precision,0.1,0.3,1.0
4,copula_gan,precision,0.1,0.4,1.0
4,copula_gan,precision,0.1,0.5,1.0
4,copula_gan,precision,0.1,0.6,1.0
4,copula_gan,precision,0.1,0.7,1.0
4,copula_gan,precision,0.1,0.8,1.0
4,copula_gan,precision,0.1,0.9,1.0
4,copula_gan,precision,0.1,1.0,1.0
4,copula_gan,precision,0.2,0.2,1.0
4,copula_gan,precision,0.2,0.3,1.0
4,copula_gan,precision,0.2,0.4,1.0
4,copula_gan,precision,0.2,0.5,1.0
4,copula_gan,precision,0.2,0.6,1.0
4,copula_gan,precision,0.2,0.7,1.0
4,copula_gan,precision,0.2,0.8,1.0
4,copula_gan,precision,0.2,0.9,1.0
4,copula_gan,precision,0.2,1.0,1.0
4,copula_gan,precision,0.3,0.2,1.0
4,copula_gan,precision,0.3,0.3,1.0
4,copula_gan,precision,0.3,0.4,1.0
4,copula_gan,precision,0.3,0.5,1.0
4,copula_gan,precision,0.3,0.6,1.0
4,copula_gan,precision,0.3,0.7,1.0
4,copula_gan,precision,0.3,0.8,1.0
4,copula_gan,precision,0.3,0.9,1.0
4,copula_gan,precision,0.3,1.0,1.0
4,copula_gan,precision,0.4,0.2,1.0
4,copula_gan,precision,0.4,0.3,1.0
4,copula_gan,precision,0.4,0.4,1.0
4,copula_gan,precision,0.4,0.5,1.0
4,copula_gan,precision,0.4,0.6,1.0
4,copula_gan,precision,0.4,0.7,1.0
4,copula_gan,precision,0.4,0.8,1.0
4,copula_gan,precision,0.4,0.9,1.0
4,copula_gan,precision,0.4,1.0,1.0
4,copula_gan,accuracy,0.1,0.2,0.09
4,copula_gan,accuracy,0.1,0.3,0.1
4,copula_gan,accuracy,0.1,0.4,0.1
4,copula_gan,accuracy,0.1,0.5,0.09
4,copula_gan,accuracy,0.1,0.6,0.09
4,copula_gan,accuracy,0.1,0.7,0.09
4,copula_gan,accuracy,0.1,0.8,0.1
4,copula_gan,accuracy,0.1,0.9,0.1
4,copula_gan,accuracy,0.1,1.0,0.1
4,copula_gan,accuracy,0.2,0.2,0.6
4,copula_gan,accuracy,0.2,0.3,0.61
4,copula_gan,accuracy,0.2,0.4,0.61
4,copula_gan,accuracy,0.2,0.5,0.61
4,copula_gan,accuracy,0.2,0.6,0.61
4,copula_gan,accuracy,0.2,0.7,0.61
4,copula_gan,accuracy,0.2,0.8,0.61
4,copula_gan,accuracy,0.2,0.9,0.61
4,copula_gan,accuracy,0.2,1.0,0.61
4,copula_gan,accuracy,0.3,0.2,0.95
4,copula_gan,accuracy,0.3,0.3,0.95
4,copula_gan,accuracy,0.3,0.4,0.95
4,copula_gan,accuracy,0.3,0.5,0.95
4,copula_gan,accuracy,0.3,0.6,0.95
4,copula_gan,accuracy,0.3,0.7,0.95
4,copula_gan,accuracy,0.3,0.8,0.95
4,copula_gan,accuracy,0.3,0.9,0.95
4,copula_gan,accuracy,0.3,1.0,0.95
4,copula_gan,accuracy,0.4,0.2,1.0
4,copula_gan,accuracy,0.4,0.3,1.0
4,copula_gan,accuracy,0.4,0.4,1.0
4,copula_gan,accuracy,0.4,0.5,1.0
4,copula_gan,accuracy,0.4,0.6,1.0
4,copula_gan,accuracy,0.4,0.7,1.0
4,copula_gan,accuracy,0.4,0.8,1.0
4,copula_gan,accuracy,0.4,0.9,1.0
4,copula_gan,accuracy,0.4,1.0,1.0
4,ctgan,precision,0.1,0.2,1.0
4,ctgan,precision,0.1,0.3,1.0
4,ctgan,precision,0.1,0.4,1.0
4,ctgan,precision,0.1,0.5,1.0
4,ctgan,precision,0.1,0.6,1.0
4,ctgan,precision,0.1,0.7,1.0
4,ctgan,precision,0.1,0.8,1.0
4,ctgan,precision,0.1,0.9,1.0
4,ctgan,precision,0.1,1.0,1.0
4,ctgan,precision,0.2,0.2,1.0
4,ctgan,precision,0.2,0.3,1.0
4,ctgan,precision,0.2,0.4,1.0
4,ctgan,precision,0.2,0.5,1.0
4,ctgan,precision,0.2,0.6,1.0
4,ctgan,precision,0.2,0.7,1.0
4,ctgan,precision,0.2,0.8,1.0
4,ctgan,precision,0.2,0.9,1.0
4,ctgan,precision,0.2,1.0,1.0
4,ctgan,precision,0.3,0.2,1.0
4,ctgan,precision,0.3,0.3,1.0
4,ctgan,precision,0.3,0.4,1.0
4,ctgan,precision,0.3,0.5,1.0
4,ctgan,precision,0.3,0.6,1.0
4,ctgan,precision,0.3,0.7,1.0
4,ctgan,precision,0.3,0.8,1.0
4,ctgan,precision,0.3,0.9,1.0
4,ctgan,precision,0.3,1.0,1.0
4,ctgan,precision,0.4,0.2,1.0
4,ctgan,precision,0.4,0.3,1.0
4,ctgan,precision,0.4,0.4,1.0
4,ctgan,precision,0.4,0.5,1.0
4,ctgan,precision,0.4,0.6,1.0
4,ctgan,precision,0.4,0.7,1.0
4,ctgan,precision,0.4,0.8,1.0
4,ctgan,precision,0.4,0.9,1.0
4,ctgan,precision,0.4,1.0,1.0
4,ctgan,accuracy,0.1,0.2,0.1
4,ctgan,accuracy,0.1,0.3,0.1
4,ctgan,accuracy,0.1,0.4,0.1
4,ctgan,accuracy,0.1,0.5,0.1
4,ctgan,accuracy,0.1,0.6,0.1
4,ctgan,accuracy,0.1,0.7,0.1
4,ctgan,accuracy,0.1,0.8,0.11
4,ctgan,accuracy,0.1,0.9,0.11
4,ctgan,accuracy,0.1,1.0,0.11
4,ctgan,accuracy,0.2,0.2,0.66
4,ctgan,accuracy,0.2,0.3,0.67
4,ctgan,accuracy,0.2,0.4,0.67
4,ctgan,accuracy,0.2,0.5,0.67
4,ctgan,accuracy,0.2,0.6,0.67
4,ctgan,accuracy,0.2,0.7,0.67
4,ctgan,accuracy,0.2,0.8,0.67
4,ctgan,accuracy,0.2,0.9,0.67
4,ctgan,accuracy,0.2,1.0,0.67
4,ctgan,accuracy,0.3,0.2,0.97
4,ctgan,accuracy,0.3,0.3,0.97
4,ctgan,accuracy,0.3,0.4,0.97
4,ctgan,accuracy,0.3,0.5,0.97
4,ctgan,accuracy,0.3,0.6,0.97
4,ctgan,accuracy,0.3,0.7,0.97
4,ctgan,accuracy,0.3,0.8,0.97
4,ctgan,accuracy,0.3,0.9,0.97
4,ctgan,accuracy,0.3,1.0,0.97
4,ctgan,accuracy,0.4,0.2,1.0
4,ctgan,accuracy,0.4,0.3,1.0
4,ctgan,accuracy,0.4,0.4,1.0
4,ctgan,accuracy,0.4,0.5,1.0
4,ctgan,accuracy,0.4,0.6,1.0
4,ctgan,accuracy,0.4,0.7,1.0
4,ctgan,accuracy,0.4,0.8,1.0
4,ctgan,accuracy,0.4,0.9,1.0
4,ctgan,accuracy,0.4,1.0,1.0
